Title,Review,Rating
Miami Madness,"Cloudy orangey yellow body, white head. Smells and tastes exactly as expected but even more potent and balanced: absolutely huge guava, passion fruit and mango with cutting wheat and salt, backed by lemon, cracker and lactose. But here is the thing, I came in expecting this to be underwhelming, but the intensity and depth of the fruit flavor, then met with contrasting berliner backbone is impressive. Feel reflects with tart juice up front, dry and snappy wheat on the back end, lingering light sweet and salty textures is appreciated, though this is certainly a new world take",4.33
Miami Madness,"L: Hazy orange with a slight white head that disappears quicklyS: Guava, mango juice, and passion fruit in that orderT: Restrained fruit compared to what the nose let on. Not a bad thing as I am not a fan of alcoholic juice. Tart lemon and guava up front. Mango on the back end.F: Light bodied. Dry and puckering finish.O: Really good fruited sour. A bit overhyped in my opinion though.",4.12
Saint Lamvinus,"This was drank almost a week ago, at Vítor Claro's home - the winemaker from Portalegre, behind the Dominó and Claro & Ferreira brands.Trying to review this from the top of my mind.Poured from the bottle to a stemmed wine glass.A: The body is dark purple with a light purple, almost pinkish head. Created a generous foam quantity that lasted quite a while before jumping in.S: The aroma is actually perfect without any overpowering acidity. It's balanced as it is sweet, savory, and acidic to the right point. It's a great beer only by smelling it.T: It's the taste of heaven. I think that after Fou'Foune, this might be my favorite Cantillon beer. It's perfectly balanced with the sweet notes from the grain and the grapes embracing quite well the light fruitiness, and very light bitterness of aged hops combined with just the right amount of acidity incoming from Brettanomyces. It's really great with nothing to point to as a downside.M: Body has just the right feel, being light with the cool effervescence and silky tones from the sweetness you can find in this beer. Bitterness is low. Acidity is mild.O: As said before, this ranks at the top of my favorite beers. Unbelievably good.",4.62
Saint Lamvinus,"On tap at Armsby AbbyGreat red counterpoint to Vigneronne. Huge barnyard funk in the aromas with a bit of red wine coming through in the back. Tart, tannic, and winey in the flavors. Maybe a bit vinegar-y, but that's how it is with Cantillon. Basically the liquid equivalent of farmhouse cheese86/100",4.48
Saint Lamvinus,"(~5 oz tiny snifter draft pour at Monk's for Zwanze Day 2022... review copied from scant notes taken on my phone)band aid, plum powder, malty, lipsmacky, fuller bodiedwhat I can add from memory: for me, this is the one from that first flight that had the most personality, and I think my drinking buddy would agree, he being a luster of red wine... I believe this beer poured near brilliantly clear, making its reddish-purple hue more vibrant and alluring, mwahaha... its slight phenolic note definitely hits first and firm, while its fruity flavors take a few moments to surface... the 'plum' flavor for me wasn't so much fresh fruit as it was a ghostly concentrate essence of floral fruity aromatics, lingering in the background... would love to try it again from a bottle (2039)",4.25
Saint Lamvinus,"Pours a rich, deep purple, brief pink head that settles to a thin ring, light lacing. Taste is tart fruit up front, balanced by a mild, noble hop character (mushroom, earth, grass); lots of lingering oak barrel character as well. Feel is crisp and clean. A very good expression of both grape and barrel without letting these elements overwhelm.",4.5
Saint Lamvinus,"On tap at Armsby AbbeyWelp, I inadvertently ended up here for Zwanze Day! I was at a show right down the road at Palladium and figured I’d come here after, only to find some true whales of mine. It’s finally time to see what their grape Lambic is all aboutPours a clear reddish purple with a finger of light pink head that fades to a ring and leaves minimal lacingIt’s quite soft in the nose, but there’s still the requisite funk. I’m picking up on aromas of red wine vinegar, lemon juice, wheat bread, wet hay, stone, and sharp oakThere’s more bite to it in taste, but conversely less grape. On the front end of the sip I’m tasting wildflower honey, lemon juice, straw, apple skin, red grape, light toasted oak, and a hint of cherry. The swallow brings notes of lemon zest, wet hay, sharp oak, red wine vinegar, crabapple, light blueberry, and pear skinA medium body pairs with moderate carbonation, resulting in a sharp beer. Finishes bone dry and tartDamn, this is awesome stuff. Not quite on par with Fou Foune, but it’s always nice to try Cantillon",4.92
Saint Lamvinus,2019 bottleConsumed 8/12/22I love the funk and balance of tartness and dryness. A superb fruited lambic.,4.52
Society & Solitude #5,"#155, yummy!",4.5
Society & Solitude #5,"3 weeks old. Can to wine glass.L: Pours an opaque orangeish yellow with a fluffy white head that leaves a good amount of lacing. A few tiny floaters visible.S: Candied grapefruit and lemon paired with fresh pineapple and strawberries.T: Fresh grapefruit bitterness, tart lemon notes and subtle sweet hints of tropical fruits, white grapes and strawberries.F: Very juicy and refreshing with a medium low carbonation.O: Fantastic IPA. Highly complex and perfectly balanced. Best Society & Solitude I've had so far.",4.25
Society & Solitude #5,"Draft at The Farm House. Hazy orange golden with two finger fluffy, creamy head, chunky lacing. Light fruity, citrusy aroma with a peppery edge. Taste is like a pillow in your mouth, fruity, citrus, floral, full, creamy. Drinking a cloud. This is exquisite. Lifetime beer. 5 stars all the way.",4.37
Society & Solitude #5,"Picked-up a four-pack of cans at Hill Farmstead Brewery in Greensboro Bend, Vermont for twenty dollars. My seventeenth brew from these guys. Excellent, liked better than # 6.",4.25
Society & Solitude #5,"Canned 8/16/22.L: Pours a hazy gold with a short white head that slowly thins. Large bubbles on the cap. The lacing is gorgeous.S: Aromas of grapefruit and pine.T: Tropical fruit up front, then pink grapefruit. Finishes slightly dry but not bitter.F: Medium mouthfeel. Slightly less than medium carbonation.O: The taste is a spectacular tropical/citrus fruit combo, delicately balanced so that all flavors stand out, but none overwhelm.",4.66
Nillerzzzzz,"Look - black and thick with a fantastic tan rimming and lacingSmell and taste - so much barrel, booze, chocolate and vanilla... in that orderFeel - Thick and Creamy with a light carbOverall - pretty fantastic for being from 2018 and drinking in 2023",4.49
XTRA DUBL Benthic,"2021 Vintage. Opened first within a couple months of release.This is really fantastic, but so is regular benthic (2021), specifically and especially when fresh. Lots of coconut, but not in the pastry territory of something like Coconut Vibes. Coffee is still present, but balanced by the coconut. Mouthfeel is on point.I tried to rate this for what it is, not whether or not I felt a little let down - which I did. I had expectations that it would be a little more coconut forward. In fact, I'm not sure it is truly that much different than regular benthic, but that doesn't make it any less delicious. It just didn't quite meet the expectation I set for it.",4.5
Last Buffalo In The Park,"Man, this beer RULED when I first had it. Definitely one to drink fresh and not age. Ton of coconut and barrel. I dont hear a ton about FB these days, but this beer was great!",4.5
Last Buffalo In The Park,"Both last snow and this in the same year, neat! Jet black body with a brown head, standard but well done. Huge coconut right away in the nose, bourbon is present but light, get bakers chocolate and caramel more. Taste is surprisingly similar, while coconut laden nose is fun, want more barrel for the taste. Malt work stabilizes the complexion though, with velvet smooth coffee setting in near the finish. The feel is very smooth, but it is light in both body and barrel, coconut defines somehow even more than LS. Like last snow better, but still a nice porter. Coconut fans this one is for you!",4.94
Black Gold,"2022 bottle split among friends.L: Pours jet black, no head, very thin edge foam, no carbo, visible clinging of beer to sides of glass.S: Chocolate cherry Black Forest chocolate moist cake, a hint of coffee, toffee, a halo of barrel.T: Taste follows nose and is sweet. Chocolate, molasses, bourbon. Deeply roasted flavor without char. There are suggestions of dark berries, raisins, dates.F: Smooth, silky heavy bodied with a long slick finish. It is very lightly oily.O: An amazing tasting and drinking beer. Gushing with chocolate cake flavor and is a sipper. Soft bourbon and a silky feel and finish make this world class in its style.",4.42
Black Gold,"Dark brown pour, looks black in the glass; thin head. Nutty, woody smell. Rich dark malt taste; boozy; wheat. Heavy body; smooth; very warm.Damn good!Bottling info: 2022Source: bottle share in Sheboygan, WI with multiple other BAs May 12th, 2023 (review based on notes)",4.6
Black Gold,"#136, yum!",4.52
Black Gold,"2022 bottle; pours jet black with a thin head. Lots of barrel character on the nose. Cold, the flavors are chocolate on the front, barrel on the back. Warmer, the flavors integrate to barrel, chocolate and bourbon. Wonderful.",4.25
Black Gold,"Not getting much bourbon, but the barrel wood is really coming through. At first it seemed a tad bitter or tannic, but ten minutes or so of breathing mellowed that.Very easy to drink. Solid all around. Thirty minutes out, there’s more sweetness and a bit more bourbon vibe. The base stout is,for lack of better description and palate, a savory type, not sweet or chocolatey. Buy it if you see it.",4.31
Black Gold,I don’t get any bourbon barrel character whatsoever. Extremely roasty character.,4.29
Kaggen! Stormaktsporter,"Närke Kaggen Stormakts Porter 2019Yields a night black color with a smaller mohagony colored head.The aromas lead with ground coffee, honey dipped milk chocolate and matured, spicy wood. There is a leathery quality in this, accompanied by lighter licorice and a note of caramel.Mouthfeel on this is rich, heavier bodied with a well fitting, lower level of carbonation, which manages to unfold a late effervescence.Taste offers strong notes of bitter chocolate, roasted espresso beans, dried figs and a well nuanced amount of rich sweet chestnut honey. Reveals an intriguing creaminess then with additional camp fire smoke on top, blending well into the bitter chocolate maltiness in this, together with a lighter note of caramel and mansion dust. Finishes with a lingering herb dryness, blending well into the coffee and chocolate bitterness in this, intensified by the warming, spicy and gnarly oak of the beer.Fantastic, complex and intense with a great balance to it. This is as good as it gets regarding this style of beer with a beautiful, carefully way of crafting a complex, yet elegant beer.",4.76
Kaggen! Stormaktsporter,Smokey,3.84
Kaggen! Stormaktsporter,"Had low expectations. But, my gawd! This beer blew me away. Easily the best porter I’ve ever had.",4.5
Kaggen! Stormaktsporter,"Excellent Porter. One of the best. Roasty, complex, bold. Super challenging to acquire but definitely worth the chase. Got to try High Coast next to it too. Amazing combo!!!",4.65
Kaggen! Stormaktsporter,"Pours jet black with a small tan head. Intense roast bordering on Smokey. Chocolate. Definitely some bourbon heat along with vanilla infused oak. Quite dry. Heat of the alcohol overwhelms my palate making tough to judge IBUs. Full bodied, long lasting finish.",3.23
Kaggen! Stormaktsporter,"Bottle, RBESG 2007 in Glasgow, Grand Tasting. Pitch black colour, creamy brown head. Very nice aroma of chocolate and roasted malts, hints of oak. Intensely rich and complex flavour: oaky, vinous, roasty, chocolate, liquorice. An excellent beer, but so is the ""ordinary"" Stormaktsporter.",4.46
Beyond Good And Evil,"Smells like hot buttered rum and coffee liquor. Tastes divine. Bourbon barrels impart a very strong flavor. Rich. Dense. Smooth. Delicious. Incredible head, looks like espresso.",4.36
Beyond Good And Evil,Amazing stout - not too sweet.,4.5
Beyond Good And Evil,"A perfect BA maple stout. Had on site at HF, was a 2018 vintage. Perfect.",4.39
Beyond Good And Evil,"2018 vintage on tap. Tan head. Black color (dark brown).Smooth, silky, light roast, light heat. Awesome bourbon and fudge notes. The maple adds a nice light sweetness that goes well with the heat and roast from the barrels. Toasted marshmallow. Chocolate. Full bodied, great feel. Very surprised with how much I liked this as I haven’t enjoyed hill stouts in the past.",4.23
Beyond Good And Evil,"L -- Jet black in the glass with a surprisingly robust two finger head produced with aerated pour. Hard to believe this has been bottle conditioning for a year and a halfS -- Waves of rich milk chocolate, wet bourbon barrel, prune, fig, chocolate covered cherries, vanilla, maple, and light smoke. Smells like a pastry stout without being a pastry stoutT -- Incredible how much of a difference 18 months of barrel aging makes over the usual 10-12. The bourbon barrel presence is heavy here -- both in the notes of oak from the barrel itself but also the boozy bourbon heat. Very rich, mapley base stout that has both an espresso/dark chocolate character and a sweet fudginess. The bourbon is just a hair on the hot sideF -- Big mouthfeel, medium- carb. Lasting, sweet finish. Oily and slick, less velvety than expectedO -- One of the best barrel aged stouts I've had. Patience is the name of game when it comes to barrel aging, and Hill Farmstead has it in spades. Very pricey @$25/17 oz, but it's worth it91/100",4.87
Rocky Road - Bourbon Barrel-Aged,2022,4.24
Rocky Road - Bourbon Barrel-Aged,"750ml capped bottle into a BBT snifter. Shared with schen9303.Pours pitch black and dense. No head, no lace. Thick, oily, sticky legs. Nose is a boozy Rocky Road ice cream. Notes of fudge, chocolate, vanilla, and sweet cream. Some hazelnut and brown sugar as well. Pretty incredible how much it smells like the dessert. Beer opens chocolate, vanilla, and sweet cream. Hazelnut shell and ash. All the flavors are there but somehow this isn't too sweet. A touch of roasted malt and cocoa powder towards the end just to add a slight bitterness. Barrel throughout that becomes more prominent as this one warms. This is delicious! Body is medium with low carbonation. Smooth and somehow soft on the palate. Sticky and boozy going down with a long, lingering aftertaste. I'm usually a fan of heavier bodies but somehow this works perfectly.I'm a couple of years behind the hype here but these Angry Chair adjunct stouts have been incredible. The nose and flavors are perfect.",4.75
Truth,Poured from a 12oz bottle into a snifter. Super Bowl kickoff beer. Exceptionally thick. Nice barrel. Very creamy.,4.68
Truth,"After having batch 1 Still Truth back at Row 34 in 2015, I thought they’d make BETTER BA stouts in the future. Guess I was mistaken / presumptive, as this was definitively NOT that. Barely any barrel, tons of umami flavor, thinner body. Hmm.",4.5
Sunday Brunch - Bourbon Barrel-Aged,"All high ABV porters should be bourbon barrel aged in my opinion. This one is and well done. Super dark in color with a light brown head. Nose is bourbon and caramel. Taste is like toasted cane sugar and caramel. The slight burn from the ABV is not overwhelming, yet has a bit of hang around power. The feel goes all the way down the esophagus.",4.25
Sunday Brunch - Bourbon Barrel-Aged,9/2/2018,4
Gggreennn!,"#183, yummy!",4.71
Gggreennn!,"Look - Fantastic Hazy honey orange with a nice thick white head and stickySmell - WOW, so much going on here and very tropical! Citrus grapefruit lemon with some pineapple and dankness. Pretty GGGreennnTaste - definitely green, with a citrus yellow grapefruit slight lemon, tropical pineapple. A slight pine taste a a slight bite.Feel - medium full body with a medium carbOverall - pretty nice NE but still slight mix of a West coast",4.91
Gggreennn!,"Treehouse Green, dialed up to 11. My favorite of the Green family.",4.56
Gggreennn!,"16 oz can dated 7/31/23Obtained through the online ordering protocol at Sandwich, so give me credit for that.Pond murk haze, as it should be. Two fingers varied cream head. Full curtain lacing and surface cap.Profound grapefruit and pine aromas.Guava, tangerine, pineapple, light green pepper flavors.Creamy smooth mouthfeel, good carbonation, lightly sweet aftertaste.Classified as an AIPA by Tree House, exceptional.",4.81
Gggreennn!,"Appearance: Pours a cloudy pear nectar color with a two finger head; good retention with shards and squiggles creating a wall of lacingSmell: Dank and juicy aromatics with pineapple, lemon, apricot and tangerine pithTaste: Very juicy from the outset, with pineapple and lemon forward with developing tangerine pith; moderate bitterness that grows into the finish with a hint of graham cracker sweetness underneathMouthfeel: Medium to full body with moderate carbonation; somewhat creamyOverall: All of the ""Green"" series have been exemplary so farThanks, SpeedwayJim, for the opportunity",4.93
Gggreennn!,"Pours a nice pale orange color nice fluffy yep finger head falls slowly great lace.Aroma is nice smooth fruity orange, mango pineapple, apricot all before you get to green hop resin.Taste follows the nose, nice fruity smooth almost lightly sweet then the hops appear and push back a little. Then you get some light dankness coming thru pine, herbal maybe even a little grassy.Mouthfeel is a solid medium with carbonation that is smooth and mellow, prefect fit for this IPA.Overall a wonderful beer the best Treehouse I have had to date.",4.6
Gggreennn!,"16oz. Can served in a Spiegelau tulip. Pours a burnished orange with a hazy clarity and a loose, quarter-inch, bright white head. Nose reveals orange, pith and perhaps essence of apricot at the finish. Taste consistent with nose, with the addition of a strong herbal presence that lingers between quaffs. Mouthfeel is light-medium in body with an assertive carbonation. Overall, solid; however, not my favorite offering from TH.",4.35
Fundamental Forces,"100 rating like George Burnes on a cigar, here we go. Large and in charge like Veronica lake after a Martin or three, let’s ride. More solid than Robert Taylor as Ivanhoe, god save the king.",4.43
Fundamental Forces,"For the 2021 version! Sweet and rich chocolate malty, hint of vanilla, and hint of bourbon barrel nose on this one! Taste follows with a dark chocolate bitter, floral vanilla, and balanced boozy bourbon finish. A slight hint of age/oxidation can be detected on the backend, but this has aged/settled in extremely well for being about a year old. The bigboi booziness that you would expect at 17+% is there, but it is smooth and enjoyable...it starts to peek out a bit more as it warms. And, the mouthfeel is darn near perfect. Outstanding!",4.5
Fundamental Forces,Look - black thick syrup with slight rimming and lacing barely a headSmell - a lot of vanilla bourbon barrel chocolate and boozeTaste - lots of vanilla chocolate great barrelFeel - full body creamy light carbOverall - really great beer,4.48
Fundamental Forces,"Fundamental Forces is an Imperial Vanilla Stout from Bottle Logic. The one I drank had an ABV 17.17%, so a little stronger. I guess the Fundamental Force I got was the Strong Nuclear Force, the one with Gluons and Mesons. It's recommended with brownies. I didn't have brownies but my wife suggested oreo cookies but I thought that I didn't need to double it up. This beer is like 8 oreo cookies and that's enough. Maybe a little sweet, but it's good, very good, slightly boozy (well ABV 17.17%) but with all the other flavors that is not an issue.Look: black with a half inch fluffy mocca colored headAroma: chocolate, vanilla, bourbonFlavor: What stands out is the vanilla, the bourbon, the roasted malts, the coffee and chocolate.Body/Overall: Full bodied, dessert in a bottle.",4.54
Chocolate Rain,"750ml bottle at share, 2015 vintage. Near black pour, small beig e head fades away. Aroma is roasty, dark chocolate, boozy with light fruity accents. Taste drops in raisins and prunes on top of the sweet roasty malts, full and creamy. Pretty damn warm too. Everything I have heard about this beer is true. A real classic that has aged well.",4.75
Chocolate Rain,"2021 vintage, 20.2% ABV.",4.44
Chocolate Rain,"This one pours a surprisingly thin dark brown that emits a fair amount of light around its edges; brief, cola fizz with no head, retention, or lacing. Nose has a leathery, molasses and salty licorice Black Tuesday backbone melded with semi-sweet chocolate chips. Some vanilla and oak as well. Nothing overpowering, and all the aromas feel like they're integrated into the beer, rather than an adjunct or flavoring that's thrown in on top and feels ""artificial."" Taste follows - it lacks the overpowering leathery and brackish boldish of Black Tuesday, but the cocoa additional doesn't tilt this sweet. Instead, it takes some of the rougher edges off BT while still maintaining an overall ""savory"" (or at least, no sweet) stout. Lots of alcohol, barrel, and bourbon spice lingers nicely on the loooong finish. Plenty of heat as well, but again, not overpowering. I do find the feel a little thing (similar to Gray Monday), but not everything needs the chew of BCBS. I still prefer BT, but this is a fine variant.",4.26
Chocolate Rain,"2017 vintageIt’s been a while, but I’m back with another BIF beer from @Eziel! This guy supplied me with some truly crazy stuff, and I’m hyped to try this one out. I really liked the raspberry cobbler Black Tuesday variant, so I have high hopes for this one too. Let’s dive into itPours a surprisingly light muddy brown with a finger of tan head that quickly fades to nothing and leaves no lacingThe nose here is quite pungent, perhaps an artifact of 5 year old vanilla beans and cacao nibs. I'm picking up on aromas of cocoa powder, raisin, dark chocolate, vanilla bean, heavily roasted coffee, hot bourbon, light toasted oak, and molassesWhereas the nose was charmingly pungent, the taste is a bit sharp and aggressive. On the front end of the sip I'm tasting hot bourbon, burnt coffee, vanilla bean, dark chocolate, caramel, brown sugar, and molasses. The swallow brings notes of hot bourbon, toasted oak, vanilla bean, cacao nibs, black cherry, burnt coffee, toasted oak, and caramelA full body pairs with gentle tingling carbonation, resulting in a sharp and boozy (duh) beer. Finishes dry but with a serious alcoholic heatDamn, I don't know if it was the age, but I really did not vibe with this one. It's hard to say if it was once well constructed, as it doesn't even really show a shell of what it used to be, save for the aroma. Hopefully the Black Tuesday Reserve he sent me is much better",4.36
Chocolate Rain,drinking a 2013 in 2022Look - black and thick no real headSmell - chocolate vanilla caramel boozeTaste - boozy chocolate vanilla caramel lots of barrelFeel - full body very very light carbOverall - not bad for being 9 years old,4.53
Chocolate Rain,Tummy!,5
Double Nelson,"Look - Slight haze orangish yellow with slight white head nice rimmingSmell and Taste - crisp grainy earthy citrus with a slight tropical, complex and a lot thereFeel - light crispnessOverall - pretty nice",4.43
Double Nelson,"This beer is distinctive in it's hop character and taste. Bittersweet, almost earthy but extremely drinkable. It has a quality that most beers don't have, a sense of place. A truly unique beer and that is what makes it exceptional.",4.55
Double Nelson,"A - Pours a hazy golden orange with a large fluffy white head. Heavy amount of soapy lacing.S - Aroma is mango, tangerine, white grapes and floral hops.T - The taste is tangerine, mango, apricot, white grape, honey and finishing with a grassy bitter hop biteM - Medium body with medium carbonation. Creamy mouthfeel with a soft dry finish.O - Top notch NEIPA.",4.5
Double Nelson,"Sweet tropical hoppy, slightly malty, white wine grape, and a hint of Nelson-dank nose on this one! Taste follows with a malty-sweet, Nelson hoppy bitter finish. East coast vibes on this all-nelson dipa. The maltiness is present, but you still get some pretty good Nelson hop expression. Additionally, this feels nice and soft on the palate...fantastic!",4.75
Double Nelson,"#162, great stuff!",3.75
Pseudo Sue - Double Dry-Hopped,"Everything here is as expected, cloudy gold with a small head, citrus aroma and flavors, medium sweetness with a bit of bitterness. But very solid depth of flavor. Close to amazing for something you can find on a shelf in many places.",4.35
Pseudo Sue - Double Dry-Hopped,"On tap at Monk's in Sioux Falls, SDA well balance but very ugly beer. Do not miss this one. 4.25A - Pours an opaque chalky yellow. Almost like one of those fruited sours. Maybe the ugliest IPA I have ever seen.S - But I loved the sedate almost not there/but there aroma. Citra singular slightly fruity, slightly resiny but not over hopped with respect to rest of the beer. 4.25T - Some minor chalkiness but balance by a good intense resiny hoppiness. So much so that I had some back of the throat irritation. 4.25MF - Medium body with an almost acrid finish. Dry but a hint of sweetness. 4.25",4.43
Pseudo Sue - Double Dry-Hopped,"Pretty fresh 12 oz can in a chilled pint glassNot too much head but nice.A little colder than idea. Really nice beer!Hoppy for a pale, true as advertised for a double. Nice lemony finish, very smooth. Very drinkable, think I’ll have another!",4.68
Pseudo Sue - Double Dry-Hopped,"Chilled pint can into a pint glass. Hazy, fruity, juicy, the Citra hop shines, and it’s slightly bitter. Great to get ahold of this one. Totally enjoyed.May I have another please?",4.25
Pseudo Sue - Double Dry-Hopped,"A - Pours a bright orange with a two finger fizzy white head. Light soapy lacing.S - Aroma is pineapple, orange, lemon and resinous hops.T - The taste is candied lemon, pineapple, orange peel, grapefruit and a long lingering hop bite.M - Medium body with medium carbonation. Creamy mouthfeel with a soft crisp finish.O - Solid.",4.99
Pseudo Sue - Double Dry-Hopped,"Brief Review:O: ""Holy shit, this beer is good."" That was my first thought. I honestly didn't go into this with much expectation other than I knew I'd at leas like it since it's TG and a Sue beer. I didn't love PseudoSue, nor the Galaxy Dry-Hopped version. Thought they were just okay, and potentially over-hyped. Haven't had either in several years. But once I cracked this, I could tell right away it was special. Haze-bomb in the glass. Huge pineapple and mango aromas. Mouthfeel and finish is super rich and juicy. This is honestly up there with some of the Tree House hazy's I had back in the day. Also didn't know this was a Top 150 beer until I looked it up, and I have to say, it's deserves every ounce of the praise.Recommendation: A surprisingly great extra hoppy edition of the classic PseudoSue. This is by far the best in the line, must-try and not terribly hard to get either.",4.25
Pseudo Sue - Double Dry-Hopped,Best little bro of the King Sue,4.49
Pseudo Sue - Double Dry-Hopped,"This is a NEIPA by all measures these days, so rating as such. Clearly nothing in common with Zombie Dust or SNPA. Regardless, pours a beautiful opaque, aromas and mouthfeel are a bit sharper than anticipated, but the citra flavors are yummy for certain. Glad I finally found this one.",4.75
Double Shot,"Looks like motor oil, completely opaque. Foam like dalgona coffee. Notes of molasses, vanilla, and coconut on the nose. Taste is nicely balanced, with tons of bittersweet chocolate. Nice mouthfeel, not too heavy. Overall a great stout, perfect for a late fall day.",4.75
Double Shot,"Appearance - The beer poured a silky black color with brown bubbles clinging to the sides of the glass.Smell - the nose had a strong coffee presence with noted sweetness.Taste -There was a lot of coffee here. Notes of chocolate syrup, and light vanilla we’re also present. It was not overly sweet to the point of being calling and allowing the coffee to shine. The coffee and chocolate continued in the finish.Mouthfeel - The body was slick and not overly thick with small bubbles.Overall - This is a great stout that coffee stout lovers will love.",4.44
Double Shot,"I usually like to sample a base beer before dipping into variants. However, when it comes to TH, I take what I can get when I can get it. So, I tried the Espresso version of this beer before sampling the OG version that is before me now.Pours a deep dark brown-to-black color with over a finger of head that is milk chocolate in color. Like the Espresso variant, I am not overly impressed by the nose - some coffee, not much else.The flavor profile is dominated by fresh black coffee. The bitterness off the roasted beans is the highlight here. The body is hearty and the finish has just enough residual sweetness to counteract the bitter coffee.",4.49
Double Shot,"Jet black body, opaque; thick, frothy, light brown head, long lasting; patchy splotches of foam stick to the glass. Rich dark roasted malt smell; cacao nibs and bitter chocolate. Rich and flavorful taste; fine blend of sweet and bitter chocolate; chocolate fudge and brownies; bourbon undercurrent; bitter. Heavy body; heavy sweetness throughout with a mild dryness at the finish.Ah, a coffee stout, eh? After the fact I can sense coffee, but it's well-hidden on my palate. Still, this is a rich, decadent stout and quite the treasure.Pouring temperature: 42 °F; canning info: SPRING 2023Source: @ocalafox",4.53
Double Shot,"Big, dark foamy head. Nice blend of coffee, malt, and vanilla - smooth.....",4.35
Double Shot,"Look...A black viscous motor oil with a vibrant chocolaty wealth of big and little bubbles of light brownSmell...A rich chocolate and coffee but faint with a malt back. Molasses and hint of alcoholTaste...A rich roasty chocolate malt with almost no hint of coffee. I think that the coffee presence has been quelled or reduced by the nine months on this beer. Anyway a complex sweetness and a bitterness that is definitely overpoweredFeel...I believe the best quality of this beer. A pesky fullness with the 8.2% ABV seemingly heavier to me. To me this is the part of the beer that I fin craft beers are so superior to the huge stout boys like Founders Sierra just to name a few . The local varieties have a creamier touchOverall...This is a sweet stout. I believe the time on this beer (holding it for science haha) has made this beer sweeter than the normal and a practice I would not do to this beer in the future, Still a well made beer but I like a little more balance of bitter. Re-evaluation is in order I believe I liked this beer on the fresher",4.26
Double Shot,"Received a 16 oz can in a trade from DIM 10-19-22. No canning date; consumed 2-12-23.Beer poured black with a pretty tan head that has some good hang time.Nose is nice, coffee forward with notes of mildly roasted malts.Taste is really nice, a larger medium roasted malt base that is enhanced nicely with a dose of espresso. Finished perfectly balanced and no astringency.Mouthfeel is perfection, medium bodied and one of the smoothest beers i ever had!Overall this is a really good world class coffee stout!",4.55
Double Shot,"From a 16oz can with a ‘Spring 2023’ date stamp which, inasmuch as it’s still early February, puzzles somewhat. Served in a tulip.Pours an unhighlighted chestnut-black, oily in appearance, with a finger of coffee-colored foam. Retention is on the order of a minute or two, leaving a thin, tattered sheet of lacing.A pleasantly warm and roasty, mildly sweet nose. Aroma of molasses-sweetened coffee and bakers chocolate. Dreamy.Taste is utterly in line with the nose, sparing me the trouble of having to think of new words. Molasses-sweetened coffee and bakers chocolate. A dulce de leche, sort of caramelized milk and vanilla character comes forward with the coffee as the beer sits. There’s an oily, prickly tingle throughout which is as much a taste as a feel.Feel is thick and syrupy, unctuous, heavy bodied with oily, super-fine prickly carbonation.Overall, overly sweet and syrupy to my tastes. I understand the appeal, I just don’t quite share it. Still, at 8.2% it sure as hell gets the job done, I mean, right?",4.58
Parabajava,"2022 vintage, Drank 08/31/23Pours a jet black with little carbonation. Strong aroma of morning coffee with chocolate syrup. Palate is choc covered espresso beans soaked in bourbon barrels. Great mouthfeel, with a gentle sweetness that’s not overpowering and very smooth given the ABV. Absolutely perfect and easily the best BA coffee stout I’ve had.",4.25
Parabajava,"Received as a gift from a kind friend - poured from a crowler (filled on 7/31/23 - enjoyed on 8/20/23) into a snifter.Clear seal brown liquid rests beneath a beige crust, receding to a thin ring and surface slick. Gentle lacing; slick thin sheen of tears.Chocolate, fine tobacco, molasses, black licorice, cherry pits, black coffee, and brown sugar in the nose - stupendous.Boozy, oaky, toasty, lightly charred, with perhaps even more flavor (following the nose) in the finish than on the palate. Wave after wave of malt and barrel complexity. Bittersweet and almost but never quite smokey/spicy. Mild bitterness throughout, earthy/woodsy medium-dry finish with hints of black tea and bourbon.Slippery, almost oily mouth-feel, with some residual tannins.Forgot how good the base beer can be, and the coffee adds another layer of roast/fruit/bitterness without distracting from the character of the stout. Wonderful example of the style.",4.43
Parabajava,"12 ounce bottle into a snifter. 2022 edition, had 4/13/23.Pours a mostly opaque dark brown, with a half inch foamy head and some foamy lacing. Aromas of coffee, bourbon, roasted malt, chocolate, oak, some char and cocoa, a hint of cherry. Flavors of intense coffee, roasted malt, bourbon, chocolate, oak. Smooth, a solid full body, appropriately carbonated.The coffee is prominent, bold and outstanding. The barrels show well, the base is solid, the feel is great. Will buy this anytime it is available.",4.66
